4,295610,100,EUR,2020-04-09,12:43:29,J,K,1,EUR,67,47.698,0,10,0,0,2020-04-15,191184210,IE00B3XXRP09,VUSA NA,,1900-01-01,0,100,,,,,2020-04-09,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0,38,0,0,0,1,,,,,
5,295610,1000,EUR,2020-04-09,12:43:29,J,K,1,EUR,3205.77,1,-3205.77,0,0,0,2020-04-15,191184210,IE00B3XXRP09,VUSA NA,,1900-01-01,0,100,,,,,2020-04-09,Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0,38,0,0,0,2,,,,,
151,295610,,EUR,2020-01-04,,,RTDB,,EUR,0.28,1,-0.28,0,,,04-01-2020,188211903,,,,,,,,,,,,,,Euro,,,,,,,,,,,
197,295610,,EUR,2020-01-05,,,O-G,,EUR,4350,1,-4350,0,,,05-01-2020,188215740,,,,,,,,,,,,,,Euro,,,,5025,,,,,,,
199,295610,,EUR,2020-01-06,,,O-G,,EUR,4350,1,4350,0,,,06-01-2020,188226161,,,,,,,,,,,,,,Euro,,,,5026,,,,,,,
266,295610,,EUR,2020-01-07,,,O-G,,EUR,4350,1,-4350,0,,,07-01-2020,188243944,,,,,,,,,,,,,,Euro,,,,5025,,,,,,,
267,295610,,EUR,2020-01-07,,,O-G,,EUR,25,1,-25,0,,,07-01-2020,188246843,,,,,,,,,,,,,,Euro,,,,,,,,,,,
2537,295610,,0,2019-12-31,,,YTD,,0,0,111.565,0,0,,,19-01-2020,189524996,,,,,,,,,,,,,,iShares Euro Corporate Bd 1-5yr,,,,,,,,,,,
2538,295610,,0,2019-12-31,,,YTD,,0,0,134.22,0,0,,,19-01-2020,189524997,,,,,,,,,,,,,,iShares CORE EURO CORP BOND UCITS (NL),,,,,,,,,,,
2539,295610,,0,2019-12-31,,,YTD,,0,0,32.516,0,0,,,19-01-2020,189524998,,,,,,,,,,,,,,Vanguard FTSE Developed Europe,,,,,,,,,,,
2540,295610,,0,2019-12-31,,,YTD,,0,0,54.43,0,0,,,19-01-2020,189524999,,,,,,,,,,,,,,Vanguard FTSE Emerging Markets UCITS ETF,,,,,,,,,,,
2541,295610,,0,2019-12-31,,,YTD,,0,0,54.408,0,0,,,19-01-2020,189525000,,,,,,,,,,,,,,Vanguard S&P 500 UCITS ETF,,,,,,,,,,,
242,295610,1000,EUR,2020-10-07, 0:00:00,J,UITK,1.177972,USD,1941.91,1,1941.91,0,0,0,2020-10-07,193750066,IE00B3XXRP09,VUSA NA,DIV,1900-01-01,0,300,,,,,2020-10-07,Dividenden,0,DIV Vanguard S&P 500 ETF,0,0,0,0,0,2,,2.3,1.17658,1.177972,
243,295610,100,EUR,2020-10-07, 0:00:00,J,UITK,1.177972,USD,-9122,0.25077,0,0,0,0,2020-10-07,193750066,IE00B3XXRP09,VUSA NA,DIV,1900-01-01,0,300,,,,,2020-10-07,Dividenden,0,DIV Vanguard S&P 500 ETF,0,0,0,0,0,1,,2.3,1.17658,1.177972,
